Number;Unit;Year;Mark
434;POTIO4;3;A
434;POTIO5;3;A
434;CHARM3;2;A
434;DATDA5;3;A
434;ASTRO5;3;A
434;TRANS3;2;A
434;DATDA3;4;E
434;DATDA2;1;A
434;POTIO2;5;E
434;HERBO4;3;A
434;CHARM5;3;A
434;HERBO1;1;E
434;HERBO2;1;A
434;HERBO3;2;A
434;CHARM4;2;A
434;TRANS5;3;A
434;ASTRO3;2;A
434;TRANS1;1;A
434;ASTRO2;1;A
434;HERBO5;4;O
434;CHARM2;1;A
434;DATDA1;1;A
434;ASTRO4;2;A
434;POTIO3;2;A
434;DATDA4;4;A
435;ASTRO1;3;A
435;TRANS4;5;A
435;POTIO1;4;A
435;CHARM1;3;O
435;TRANS2;5;E
435;POTIO4;5;E
435;POTIO5;5;A
435;CHARM3;4;A
435;DATDA5;5;A
435;ASTRO5;5;E
435;TRANS3;5;E
435;DATDA3;4;A
435;DATDA2;4;A
435;POTIO2;5;A
435;HERBO4;5;E
435;CHARM5;5;E
435;HERBO1;3;A
435;HERBO2;3;A
435;HERBO3;4;E
435;CHARM4;5;E
435;TRANS5;5;E
435;ASTRO3;4;A
435;TRANS1;4;A
435;ASTRO2;3;A
435;HERBO5;5;A
435;CHARM2;3;E
435;DATDA1;3;A
435;ASTRO4;4;E
435;POTIO3;4;A
435;DATDA4;5;E
441;ASTRO1;2;A
441;TRANS4;3;A
441;POTIO1;4;A
441;CHARM1;1;A
441;TRANS2;2;A
441;POTIO4;3;A
441;POTIO5;3;A
441;CHARM3;2;A
441;DATDA5;3;A
441;ASTRO5;3;E
441;TRANS3;5;E
441;DATDA3;2;A
441;DATDA2;1;A
441;POTIO2;5;A
441;HERBO4;3;A
441;CHARM5;3;A
441;HERBO1;1;A
441;HERBO2;1;A
441;HERBO3;3;A
441;CHARM4;2;A
441;TRANS5;3;A
441;ASTRO3;2;A
441;TRANS1;2;A
441;ASTRO2;1;A
441;HERBO5;5;A
441;CHARM2;2;E
441;DATDA1;1;A
441;ASTRO4;5;A
441;POTIO3;2;A
441;DATDA4;4;A
446;ASTRO1;3;A
446;TRANS4;5;A
446;POTIO1;1;E
446;CHARM1;1;A
446;TRANS2;2;E
446;POTIO4;4;A
446;POTIO5;5;A
446;CHARM3;2;A
446;DATDA5;4;A
446;ASTRO5;4;A
446;TRANS3;4;A
446;DATDA3;2;E
446;DATDA2;2;A
446;POTIO2;3;A
446;HERBO4;5;A
446;CHARM5;4;A
446;HERBO1;1;A
446;HERBO2;1;A
446;HERBO3;2;A
446;CHARM4;3;A
446;TRANS5;4;A
446;ASTRO3;2;A
446;TRANS1;1;A
446;ASTRO2;1;A
446;HERBO5;5;E
446;CHARM2;1;A
446;DATDA1;3;E
446;ASTRO4;2;A
446;POTIO3;2;A
446;DATDA4;4;A
448;ASTRO1;1;A
448;TRANS4;3;A
448;POTIO1;2;E
448;CHARM1;1;A
448;TRANS2;2;A
448;POTIO4;3;E
448;POTIO5;3;A
448;CHARM3;2;A
448;DATDA5;3;E
448;ASTRO5;3;E
448;TRANS3;2;A
448;DATDA3;2;A
448;DATDA2;2;A
448;POTIO2;4;A
448;HERBO4;3;E
448;CHARM5;3;A
448;HERBO1;1;A
448;HERBO2;1;A
448;HERBO3;2;A
448;CHARM4;2;E
448;TRANS5;3;A
448;ASTRO3;2;A
448;TRANS1;2;A
448;ASTRO2;1;A
448;HERBO5;5;E
448;CHARM2;1;A
448;DATDA1;1;A
448;ASTRO4;2;A
448;POTIO3;2;A
448;DATDA4;3;A
450;ASTRO1;1;A
450;TRANS4;3;A
450;POTIO1;4;E
450;CHARM1;1;E
450;TRANS2;2;A
450;POTIO4;3;A
450;POTIO5;3;E
450;CHARM3;2;A
450;DATDA5;3;A
450;ASTRO5;3;E
450;TRANS3;2;A
450;DATDA3;4;E
450;DATDA2;1;A
450;POTIO2;5;A
450;HERBO4;3;A
450;CHARM5;3;E
450;HERBO1;1;A
450;HERBO2;1;A
450;HERBO3;2;A
450;CHARM4;2;A
450;TRANS5;3;E
450;ASTRO3;2;A
450;TRANS1;1;A
450;ASTRO2;1;E
450;HERBO5;4;E
450;CHARM2;2;A
450;DATDA1;2;A
450;ASTRO4;2;A
450;POTIO3;2;A
450;DATDA4;4;A
452;ASTRO1;1;A
452;TRANS4;3;A
452;POTIO1;1;A
452;CHARM1;1;A
452;TRANS2;2;E
452;POTIO4;4;A
452;POTIO5;4;A
452;CHARM3;2;A
452;DATDA5;3;A
452;ASTRO5;3;E
452;TRANS3;2;A
452;DATDA3;4;E
452;DATDA2;2;E
452;POTIO2;5;A
452;HERBO4;4;A
452;CHARM5;3;A
452;HERBO1;1;O
452;HERBO2;1;A
452;HERBO3;2;A
452;CHARM4;2;E
452;TRANS5;3;E
452;ASTRO3;2;A
452;TRANS1;1;A
452;ASTRO2;1;E
452;HERBO5;4;E
452;CHARM2;1;A
452;DATDA1;1;A
452;ASTRO4;2;A
452;POTIO3;2;A
452;DATDA4;4;A
453;ASTRO1;1;A
453;TRANS4;3;E
453;POTIO1;4;E
453;CHARM1;1;A
453;TRANS2;2;O
453;POTIO4;3;A
453;POTIO5;3;E
453;CHARM3;2;A
453;DATDA5;3;E
453;ASTRO5;3;E
453;TRANS3;2;E
453;DATDA3;2;A
453;DATDA2;1;E
453;POTIO2;5;A
453;HERBO4;3;A
453;CHARM5;3;E
453;HERBO1;1;E
453;HERBO2;1;A
453;HERBO3;2;A
453;CHARM4;2;E
453;TRANS5;3;E
453;ASTRO3;2;A
453;TRANS1;1;E
453;ASTRO2;1;E
453;HERBO5;3;A
453;CHARM2;1;A
453;DATDA1;1;A
453;ASTRO4;2;E
453;POTIO3;2;E
453;DATDA4;3;A
455;ASTRO1;1;A
455;TRANS4;4;A
455;POTIO1;1;A
455;CHARM1;2;E
455;TRANS2;2;E
455;POTIO4;4;A
455;POTIO5;3;A
455;CHARM3;2;A
455;DATDA5;3;A
455;ASTRO5;3;E
455;TRANS3;4;A
455;DATDA3;2;A
455;DATDA2;1;A
455;POTIO2;5;A
455;HERBO4;3;A
455;CHARM5;3;A
455;HERBO1;1;E
455;HERBO2;1;A
455;HERBO3;2;A
455;CHARM4;2;A
455;TRANS5;4;A
455;ASTRO3;2;A
455;TRANS1;1;A
455;ASTRO2;1;E
455;HERBO5;4;A
455;CHARM2;1;E
455;DATDA1;1;A
455;ASTRO4;2;A
455;POTIO3;2;A
455;DATDA4;4;A
456;ASTRO1;1;A
456;TRANS4;3;E
456;POTIO1;1;A
456;CHARM1;1;E
456;TRANS2;2;E
456;POTIO4;4;A
456;POTIO5;4;A
456;CHARM3;2;A
456;DATDA5;3;O
456;ASTRO5;3;A
456;TRANS3;3;A
456;DATDA3;2;A
456;DATDA2;1;A
456;POTIO2;5;A
456;HERBO4;3;A
456;CHARM5;3;A
456;HERBO1;1;A
456;HERBO2;3;A
456;HERBO3;2;A
456;CHARM4;2;A
456;TRANS5;3;A
456;ASTRO3;2;E
456;TRANS1;1;A
456;ASTRO2;1;E
456;HERBO5;4;O
456;CHARM2;1;E
456;DATDA1;1;A
456;ASTRO4;2;A
456;POTIO3;2;E
456;DATDA4;4;A
457;ASTRO1;2;A
457;TRANS4;5;A
457;POTIO1;3;A
457;CHARM1;1;A
457;TRANS2;5;A
457;POTIO4;4;E
457;POTIO5;5;E
457;CHARM3;3;A
457;DATDA5;4;A
457;ASTRO5;4;A
457;TRANS3;4;A
457;DATDA3;4;A
457;DATDA2;2;A
457;POTIO2;5;A
457;HERBO4;4;A
457;CHARM5;4;A
457;HERBO1;1;E
457;HERBO2;2;A
457;HERBO3;3;A
457;CHARM4;3;A
457;TRANS5;5;E
457;ASTRO3;3;A
457;TRANS1;1;A
457;ASTRO2;1;A
457;HERBO5;5;E
457;CHARM2;2;E
457;DATDA1;2;A
457;ASTRO4;3;A
457;POTIO3;4;A
457;DATDA4;5;A
458;ASTRO1;1;A
458;TRANS4;5;A
458;POTIO1;1;A
458;CHARM1;1;O
458;TRANS2;2;E
458;POTIO4;5;E
458;POTIO5;3;A
458;CHARM3;3;A
458;DATDA5;3;E
458;ASTRO5;3;A
458;TRANS3;5;E
458;DATDA3;2;A
458;DATDA2;1;A
458;POTIO2;5;A
458;HERBO4;3;A
458;CHARM5;3;A
458;HERBO1;1;A
458;HERBO2;1;A
458;HERBO3;2;A
458;CHARM4;2;E
458;TRANS5;4;E
458;ASTRO3;2;E
458;TRANS1;1;A
458;ASTRO2;1;A
458;HERBO5;5;O
458;CHARM2;1;E
458;DATDA1;1;A
458;ASTRO4;2;A
458;POTIO3;2;E
458;DATDA4;4;A
459;ASTRO1;2;A
459;TRANS4;4;A
459;POTIO1;1;A
459;CHARM1;1;E
459;TRANS2;2;A
459;POTIO4;3;A
459;POTIO5;3;A
459;CHARM3;2;E
459;DATDA5;3;A
459;ASTRO5;3;E
459;TRANS3;2;A
459;DATDA3;2;A
459;DATDA2;1;A
459;POTIO2;5;A
459;HERBO4;3;A
459;CHARM5;3;A
459;HERBO1;1;E
459;HERBO2;1;A
459;HERBO3;2;A
459;CHARM4;2;A
459;TRANS5;3;A
459;ASTRO3;2;A
459;TRANS1;1;A
459;ASTRO2;1;A
459;HERBO5;3;O
459;CHARM2;1;A
459;DATDA1;1;A
459;ASTRO4;5;A
459;POTIO3;2;A
459;DATDA4;3;A
463;ASTRO1;3;A
463;TRANS4;4;A
463;POTIO1;1;A
463;CHARM1;1;E
463;TRANS2;3;O
463;POTIO4;4;A
463;POTIO5;4;A
463;CHARM3;3;A
463;DATDA5;4;O
463;ASTRO5;4;A
463;TRANS3;3;A
463;DATDA3;3;A
463;DATDA2;2;A
463;POTIO2;5;A
463;HERBO4;5;A
463;CHARM5;4;A
463;HERBO1;1;A
463;HERBO2;2;A
463;HERBO3;3;A
463;CHARM4;4;A
463;TRANS5;4;E
463;ASTRO3;4;E
463;TRANS1;5;A
463;ASTRO2;2;A
463;HERBO5;5;E
463;CHARM2;2;E
463;DATDA1;1;A
463;ASTRO4;3;A
463;POTIO3;3;E
463;DATDA4;4;A
464;ASTRO1;1;A
464;TRANS4;5;A
464;POTIO1;2;A
464;CHARM1;1;A
464;TRANS2;5;A
464;POTIO4;5;A
464;POTIO5;4;A
464;CHARM3;2;A
464;DATDA5;5;A
464;ASTRO5;5;A
464;TRANS3;5;A
464;DATDA3;4;A
464;DATDA2;2;A
464;POTIO2;5;A
464;HERBO4;4;A
464;CHARM5;5;A
464;HERBO1;1;E
464;HERBO2;1;A
464;HERBO3;2;A
464;CHARM4;2;A
464;TRANS5;4;A
464;ASTRO3;2;A
464;TRANS1;3;A
464;ASTRO2;1;E
464;HERBO5;5;E
464;CHARM2;1;A
464;DATDA1;2;A
464;ASTRO4;2;A
464;POTIO3;4;A
464;DATDA4;5;A
470;ASTRO1;1;A
470;TRANS4;4;A
470;POTIO1;3;A
470;CHARM1;1;A
470;TRANS2;5;E
470;POTIO4;4;A
470;POTIO5;4;A
470;CHARM3;4;A
470;DATDA5;5;A
470;ASTRO5;3;E
470;TRANS3;4;A
470;DATDA3;3;A
470;DATDA2;2;A
470;POTIO2;3;A
470;HERBO4;66;A
470;CHARM5;4;A
470;HERBO1;1;E
470;HERBO2;1;A
470;HERBO3;2;A
470;CHARM4;4;E
470;TRANS5;5;E
470;ASTRO3;3;A
470;TRANS1;2;A
470;ASTRO2;1;A
470;HERBO5;5;O
470;CHARM2;2;A
470;DATDA1;1;A
470;ASTRO4;2;A
470;POTIO3;4;A
470;DATDA4;5;A
471;ASTRO1;2;A
471;TRANS4;4;A
471;POTIO1;3;A
471;CHARM1;1;E
471;TRANS2;2;A
471;POTIO4;4;E
471;POTIO5;4;A
471;CHARM3;5;A
471;DATDA5;4;A
471;ASTRO5;4;A
471;TRANS3;3;A
471;DATDA3;3;A
471;DATDA2;1;A
471;POTIO2;5;E
471;HERBO4;3;A
471;CHARM5;4;A
471;HERBO1;1;A
471;HERBO2;1;A
471;HERBO3;2;A
471;CHARM4;3;A
471;TRANS5;4;E
471;ASTRO3;2;A
471;TRANS1;1;A
471;ASTRO2;1;E
471;HERBO5;4;O
471;CHARM2;1;E
471;DATDA1;1;A
471;ASTRO4;2;E
471;POTIO3;2;A
471;DATDA4;4;A
478;ASTRO1;2;A
478;TRANS4;4;A
478;POTIO1;2;A
478;CHARM1;2;A
478;TRANS2;3;A
478;POTIO4;4;A
478;POTIO5;4;E
478;CHARM3;3;A
478;DATDA5;4;A
478;ASTRO5;4;A
478;TRANS3;3;A
478;DATDA3;4;A
478;DATDA2;2;A
478;POTIO2;5;A
478;HERBO4;4;A
478;CHARM5;4;A
478;HERBO1;2;A
478;HERBO2;2;E
478;HERBO3;3;A
478;CHARM4;3;A
478;TRANS5;4;E
478;ASTRO3;3;A
478;TRANS1;2;E
478;ASTRO2;2;E
478;HERBO5;4;E
478;CHARM2;2;E
478;DATDA1;2;A
478;ASTRO4;3;A
478;POTIO3;3;A
478;DATDA4;4;A
479;ASTRO1;1;A
479;TRANS4;4;A
479;POTIO1;1;E
479;CHARM1;1;A
479;TRANS2;2;A
479;POTIO4;4;A
479;POTIO5;3;A
479;CHARM3;2;A
479;DATDA5;4;E
479;ASTRO5;3;A
479;TRANS3;4;E
479;DATDA3;3;A
479;DATDA2;2;A
479;POTIO2;5;E
479;HERBO4;3;A
479;CHARM5;4;A
479;HERBO1;1;E
479;HERBO2;1;E
479;HERBO3;2;A
479;CHARM4;2;E
479;TRANS5;3;A
479;ASTRO3;2;A
479;TRANS1;1;E
479;ASTRO2;1;E
479;HERBO5;4;E
479;CHARM2;2;A
479;DATDA1;2;A
479;ASTRO4;3;A
479;POTIO3;2;A
479;DATDA4;4;E
480;ASTRO1;2;E
480;TRANS4;5;A
480;POTIO1;1;A
480;CHARM1;2;A
480;TRANS2;5;A
480;POTIO4;5;A
480;POTIO5;5;A
480;CHARM3;4;A
480;DATDA5;5;A
480;ASTRO5;4;A
480;TRANS3;4;A
480;DATDA3;5;A
480;DATDA2;3;A
480;POTIO2;5;A
480;HERBO4;4;A
480;CHARM5;5;A
480;HERBO1;1;A
480;HERBO2;3;A
480;HERBO3;3;E
480;CHARM4;4;A
480;TRANS5;5;O
480;ASTRO3;3;A
480;TRANS1;1;A
480;ASTRO2;1;A
480;HERBO5;5;O
480;CHARM2;2;A
480;DATDA1;2;A
480;ASTRO4;4;E
480;POTIO3;4;A
480;DATDA4;5;A
482;ASTRO1;2;A
482;TRANS4;4;E
482;POTIO1;2;A
482;CHARM1;2;E
482;TRANS2;3;A
482;POTIO4;4;A
482;POTIO5;4;A
482;CHARM3;3;A
482;DATDA5;5;A
482;ASTRO5;4;A
482;TRANS3;3;A
482;DATDA3;3;A
482;DATDA2;2;A
482;POTIO2;5;A
482;HERBO4;4;A
482;CHARM5;4;A
482;HERBO1;1;A
482;HERBO2;2;A
482;HERBO3;3;A
482;CHARM4;3;A
482;TRANS5;4;E
482;ASTRO3;3;A
482;TRANS1;2;A
482;ASTRO2;1;A
482;HERBO5;4;E
482;CHARM2;2;E
482;DATDA1;2;A
482;ASTRO4;3;A
482;POTIO3;3;E
482;DATDA4;5;A
484;ASTRO1;1;A
484;TRANS4;3;E
484;POTIO1;4;E
484;CHARM1;1;E
484;TRANS2;2;A
484;POTIO4;4;E
484;POTIO5;3;A
484;CHARM3;2;A
484;DATDA5;3;A
484;ASTRO5;3;E
484;TRANS3;3;A
484;DATDA3;3;A
484;DATDA2;2;A
484;POTIO2;5;A
484;HERBO4;3;A
484;CHARM5;3;A
484;HERBO1;1;E
484;HERBO2;1;A
484;HERBO3;2;A
484;CHARM4;2;A
484;TRANS5;4;E
484;ASTRO3;2;A
484;TRANS1;2;A
484;ASTRO2;1;E
484;HERBO5;5;O
484;CHARM2;1;A
484;DATDA1;1;A
484;ASTRO4;2;E
484;POTIO3;2;A
484;DATDA4;4;A
485;ASTRO1;1;A
485;TRANS4;4;A
485;POTIO1;4;E
485;CHARM1;1;E
485;TRANS2;2;E
485;POTIO4;3;E
485;POTIO5;3;A
485;CHARM3;2;E
485;DATDA5;3;A
485;ASTRO5;3;E
485;TRANS3;2;E
485;DATDA3;2;E
485;DATDA2;1;A
485;POTIO2;2;A
485;HERBO4;3;E
485;CHARM5;3;A
485;HERBO1;1;E
485;HERBO2;1;E
485;HERBO3;2;O
485;CHARM4;2;O
485;TRANS5;4;O
485;ASTRO3;2;E
485;TRANS1;1;E
485;ASTRO2;1;E
485;HERBO5;5;E
485;CHARM2;1;E
485;DATDA1;1;A
485;ASTRO4;2;E
485;POTIO3;2;E
485;DATDA4;3;A
486;ASTRO1;1;A
486;TRANS4;3;E
486;POTIO1;4;A
486;CHARM1;1;E
486;TRANS2;2;E
486;POTIO4;3;A
486;POTIO5;3;A
486;CHARM3;2;A
486;DATDA5;3;A
486;ASTRO5;3;A
486;TRANS3;2;A
486;DATDA3;2;A
486;DATDA2;1;A
486;POTIO2;5;A
486;HERBO4;3;A
486;CHARM5;3;A
486;HERBO1;1;O
486;HERBO2;1;E
486;HERBO3;2;A
486;CHARM4;2;O
486;TRANS5;3;O
486;ASTRO3;2;A
486;TRANS1;1;A
486;ASTRO2;1;E
486;HERBO5;3;E
486;CHARM2;1;E
486;DATDA1;1;A
486;ASTRO4;2;E
486;POTIO3;2;A
486;DATDA4;3;A
497;ASTRO1;66;A
497;TRANS4;66;A
497;POTIO1;3;A
497;CHARM1;66;A
497;TRANS2;5;A
497;POTIO4;5;A
497;POTIO5;66;A
497;CHARM3;66;A
497;DATDA5;5;A
497;ASTRO5;5;A
497;TRANS3;5;A
497;DATDA3;66;A
497;DATDA2;66;A
497;POTIO2;66;A
497;HERBO4;66;A
497;CHARM5;4;A
497;HERBO1;66;A
497;HERBO2;66;A
497;HERBO3;2;A
497;CHARM4;1;A
497;TRANS5;4;A
497;ASTRO3;2;A
497;TRANS1;5;E
497;ASTRO2;4;E
497;HERBO5;5;A
497;CHARM2;66;A
497;DATDA1;66;A
497;ASTRO4;66;A
497;POTIO3;66;A
497;DATDA4;5;A
498;ASTRO1;66;E
498;TRANS4;5;A
498;POTIO1;3;A
498;CHARM1;66;O
498;TRANS2;2;A
498;POTIO4;4;A
498;POTIO5;4;A
498;CHARM3;2;A
498;DATDA5;3;A
498;ASTRO5;3;E
498;TRANS3;2;A
498;DATDA3;3;A
498;DATDA2;66;E
498;POTIO2;5;A
498;HERBO4;4;A
498;CHARM5;3;A
498;HERBO1;1;E
498;HERBO2;1;A
498;HERBO3;2;E
498;CHARM4;2;E
498;TRANS5;4;A
498;ASTRO3;2;A
498;TRANS1;4;A
498;ASTRO2;1;A
498;HERBO5;4;E
498;CHARM2;1;A
498;DATDA1;3;A
498;ASTRO4;2;A
498;POTIO3;2;A
498;DATDA4;5;A
499;ASTRO1;1;A
499;TRANS4;4;A
499;POTIO1;2;A
499;CHARM1;1;A
499;TRANS2;3;A
499;POTIO4;4;A
499;POTIO5;4;A
499;CHARM3;2;A
499;DATDA5;66;A
499;ASTRO5;66;E
499;TRANS3;3;A
499;DATDA3;3;A
499;DATDA2;3;E
499;POTIO2;5;A
499;HERBO4;4;A
499;CHARM5;4;A
499;HERBO1;1;A
499;HERBO2;1;A
499;HERBO3;2;A
499;CHARM4;3;A
499;TRANS5;4;A
499;ASTRO3;2;A
499;TRANS1;1;A
499;ASTRO2;1;O
499;HERBO5;4;A
499;CHARM2;2;E
499;DATDA1;3;A
499;ASTRO4;2;A
499;POTIO3;2;A
499;DATDA4;4;A
500;ASTRO1;2;A
500;TRANS4;5;A
500;POTIO1;1;A
500;CHARM1;1;A
500;TRANS2;2;A
500;POTIO4;4;A
500;POTIO5;4;A
500;CHARM3;3;A
500;DATDA5;4;A
500;ASTRO5;3;A
500;TRANS3;3;A
500;DATDA3;3;A
500;DATDA2;1;A
500;POTIO2;5;A
500;HERBO4;5;A
500;CHARM5;4;A
500;HERBO1;1;A
500;HERBO2;1;A
500;HERBO3;3;A
500;CHARM4;4;A
500;TRANS5;4;E
500;ASTRO3;2;A
500;TRANS1;1;A
500;ASTRO2;1;E
500;HERBO5;4;E
500;CHARM2;1;A
500;DATDA1;1;A
500;ASTRO4;2;A
500;POTIO3;2;A
500;DATDA4;4;A
503;ASTRO1;2;A
503;TRANS4;5;A
503;POTIO1;4;A
503;CHARM1;1;A
503;TRANS2;5;E
503;POTIO4;5;E
503;POTIO5;4;A
503;CHARM3;3;A
503;DATDA5;4;A
503;ASTRO5;4;A
503;TRANS3;3;A
503;DATDA3;4;A
503;DATDA2;3;A
503;POTIO2;5;A
503;HERBO4;4;A
503;CHARM5;4;A
503;HERBO1;1;E
503;HERBO2;2;E
503;HERBO3;3;A
503;CHARM4;3;E
503;TRANS5;4;O
503;ASTRO3;3;E
503;TRANS1;2;A
503;ASTRO2;1;A
503;HERBO5;5;O
503;CHARM2;2;E
503;DATDA1;1;A
503;ASTRO4;3;A
503;POTIO3;3;A
503;DATDA4;5;A
504;ASTRO1;1;A
504;TRANS4;3;E
504;POTIO1;1;A
504;CHARM1;1;O
504;TRANS2;2;E
504;POTIO4;3;A
504;POTIO5;3;A
504;CHARM3;2;A
504;DATDA5;3;A
504;ASTRO5;3;E
504;TRANS3;3;A
504;DATDA3;3;E
504;DATDA2;1;A
504;POTIO2;5;A
504;HERBO4;3;A
504;CHARM5;3;A
504;HERBO1;1;A
504;HERBO2;4;O
504;HERBO3;2;E
504;CHARM4;2;E
504;TRANS5;3;E
504;ASTRO3;2;A
504;TRANS1;1;A
504;ASTRO2;1;E
504;HERBO5;4;O
504;CHARM2;2;O
504;DATDA1;1;A
504;ASTRO4;2;E
504;POTIO3;2;A
504;DATDA4;4;A
505;ASTRO1;3;E
505;TRANS4;5;A
505;POTIO1;3;A
505;CHARM1;66;E
505;TRANS2;4;A
505;POTIO4;5;A
505;POTIO5;5;A
505;CHARM3;4;A
505;DATDA5;5;A
505;ASTRO5;5;E
505;TRANS3;4;A
505;DATDA3;4;A
505;DATDA2;66;A
505;POTIO2;5;A
505;HERBO4;5;A
505;CHARM5;5;A
505;HERBO1;3;A
505;HERBO2;66;E
505;HERBO3;4;A
505;CHARM4;4;A
505;TRANS5;5;E
505;ASTRO3;4;A
505;TRANS1;66;A
505;ASTRO2;66;E
505;HERBO5;5;O
505;CHARM2;3;A
505;DATDA1;3;A
505;ASTRO4;4;A
505;POTIO3;5;A
505;DATDA4;5;A
507;ASTRO1;1;E
507;TRANS4;4;A
507;POTIO1;1;A
507;CHARM1;1;A
507;TRANS2;2;A
507;POTIO4;4;E
507;POTIO5;4;A
507;CHARM3;2;A
507;DATDA5;4;A
507;ASTRO5;3;A
507;TRANS3;3;E
507;DATDA3;4;A
507;DATDA2;2;A
507;POTIO2;4;A
507;HERBO4;4;E
507;CHARM5;4;A
507;HERBO1;1;O
507;HERBO2;1;E
507;HERBO3;2;A
507;CHARM4;3;E
507;TRANS5;4;E
507;ASTRO3;2;A
507;TRANS1;1;E
507;ASTRO2;1;A
507;HERBO5;4;O
507;CHARM2;1;A
507;DATDA1;1;A
507;ASTRO4;3;A
507;POTIO3;3;E
507;DATDA4;4;A
509;ASTRO1;1;E
509;TRANS4;4;A
509;POTIO1;1;A
509;CHARM1;2;A
509;TRANS2;3;A
509;POTIO4;4;A
509;POTIO5;4;A
509;CHARM3;3;A
509;DATDA5;4;E
509;ASTRO5;4;E
509;TRANS3;4;O
509;DATDA3;3;E
509;DATDA2;2;A
509;POTIO2;4;A
509;HERBO4;4;A
509;CHARM5;4;E
509;HERBO1;2;A
509;HERBO2;1;E
509;HERBO3;3;A
509;CHARM4;4;E
509;TRANS5;4;A
509;ASTRO3;3;E
509;TRANS1;1;A
509;ASTRO2;1;E
509;HERBO5;4;O
509;CHARM2;2;E
509;DATDA1;2;E
509;ASTRO4;4;A
509;POTIO3;2;E
509;DATDA4;4;A
510;ASTRO1;2;A
510;TRANS4;3;A
510;POTIO1;2;A
510;CHARM1;1;A
510;TRANS2;3;A
510;POTIO4;4;A
510;POTIO5;4;A
510;CHARM3;2;A
510;DATDA5;3;E
510;ASTRO5;3;E
510;TRANS3;2;A
510;DATDA3;4;A
510;DATDA2;1;A
510;POTIO2;4;A
510;HERBO4;4;A
510;CHARM5;3;A
510;HERBO1;1;A
510;HERBO2;1;A
510;HERBO3;3;A
510;CHARM4;3;A
510;TRANS5;4;O
510;ASTRO3;2;A
510;TRANS1;1;A
510;ASTRO2;1;A
510;HERBO5;4;O
510;CHARM2;1;A
510;DATDA1;2;A
510;ASTRO4;2;A
510;POTIO3;2;A
510;DATDA4;4;A
513;ASTRO1;2;A
513;TRANS4;4;A
513;POTIO1;4;E
513;CHARM1;1;A
513;TRANS2;3;E
513;POTIO4;3;A
513;POTIO5;3;A
513;CHARM3;3;A
513;DATDA5;3;A
513;ASTRO5;3;A
513;TRANS3;2;A
513;DATDA3;2;A
513;DATDA2;2;A
513;POTIO2;4;A
513;HERBO4;3;A
513;CHARM5;3;E
513;HERBO1;1;A
513;HERBO2;1;E
513;HERBO3;2;A
513;CHARM4;2;E
513;TRANS5;3;E
513;ASTRO3;2;A
513;TRANS1;1;E
513;ASTRO2;1;A
513;HERBO5;4;E
513;CHARM2;1;A
513;DATDA1;2;E
513;ASTRO4;2;A
513;POTIO3;2;A
513;DATDA4;4;A
514;ASTRO1;1;A
514;TRANS4;3;A
514;POTIO1;1;A
514;CHARM1;1;A
514;TRANS2;2;A
514;POTIO4;3;E
514;POTIO5;3;A
514;CHARM3;2;A
514;DATDA5;3;A
514;ASTRO5;3;A
514;TRANS3;2;A
514;DATDA3;2;E
514;DATDA2;1;A
514;POTIO2;4;A
514;HERBO4;3;A
514;CHARM5;3;A
514;HERBO1;1;O
514;HERBO2;1;E
514;HERBO3;2;A
514;CHARM4;2;E
514;TRANS5;3;E
514;ASTRO3;2;E
514;TRANS1;1;O
514;ASTRO2;1;A
514;HERBO5;3;E
514;CHARM2;1;E
514;DATDA1;1;A
514;ASTRO4;2;A
514;POTIO3;2;A
514;DATDA4;3;A
515;ASTRO1;1;A
515;TRANS4;4;E
515;POTIO1;3;A
515;CHARM1;1;A
515;TRANS2;4;A
515;POTIO4;4;O
515;POTIO5;4;A
515;CHARM3;2;A
515;DATDA5;4;E
515;ASTRO5;3;E
515;TRANS3;3;E
515;DATDA3;3;A
515;DATDA2;2;A
515;POTIO2;4;A
515;HERBO4;3;A
515;CHARM5;4;A
515;HERBO1;1;O
515;HERBO2;1;E
515;HERBO3;2;A
515;CHARM4;3;O
515;TRANS5;4;E
515;ASTRO3;2;A
515;TRANS1;1;A
515;ASTRO2;1;A
515;HERBO5;4;O
515;CHARM2;2;E
515;DATDA1;1;A
515;ASTRO4;2;A
515;POTIO3;3;A
515;DATDA4;4;A
516;ASTRO1;1;A
516;TRANS4;3;A
516;POTIO1;1;A
516;CHARM1;1;O
516;TRANS2;2;E
516;POTIO4;3;E
516;POTIO5;3;E
516;CHARM3;2;A
516;DATDA5;3;E
516;ASTRO5;3;A
516;TRANS3;2;E
516;DATDA3;2;E
516;DATDA2;1;A
516;POTIO2;4;E
516;HERBO4;3;E
516;CHARM5;3;A
516;HERBO1;1;E
516;HERBO2;1;A
516;HERBO3;2;A
516;CHARM4;2;A
516;TRANS5;3;E
516;ASTRO3;2;A
516;TRANS1;1;E
516;ASTRO2;1;A
516;HERBO5;3;E
516;CHARM2;1;O
516;DATDA1;1;E
516;ASTRO4;2;E
516;POTIO3;2;E
516;DATDA4;3;A
518;ASTRO1;1;E
518;TRANS4;3;A
518;POTIO1;2;A
518;CHARM1;1;E
518;TRANS2;2;A
518;POTIO4;3;E
518;POTIO5;3;A
518;CHARM3;2;A
518;DATDA5;3;A
518;ASTRO5;3;E
518;TRANS3;2;A
518;DATDA3;3;O
518;DATDA2;1;A
518;POTIO2;4;A
